nickname,content,ip_location,create_date_time,Avatar,Name,Likes,Comment,Date
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6fa00046f7a5daa747ed4015196d2a73~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=4U5UOJYrixLgjO5VH6gaXKdVldE%3D,vanessalvy,21.0,The women of our Tang Dynasty were the most open and in their heyday.,2022-06-03 03:00:22
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/daa00e129d5901a4f65333c1f988f93d.jpg?lk3s=30310797&x-expires=1714366800&x-signature=bRk1ZxlD%2BA1%2FaATPVoLSfMuiv6Q%3D,rachedavid3,9.0,Won't they feel hot?,2022-06-21 12:46:30
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e64149078d089d09127c7bea1a767aac~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=JBP7LEiHQwd%2FVg1MNPeL4sUAV9I%3D,miaqqq___,18.0,Thank you for this video you dress so nice ,2022-05-30 07:29:05
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7347511677882990635~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=Rh%2BVdyOJVW1P5qKZ6WlAV0I7YWk%3D,kamrobschatz,15.0,So elegant,2022-05-30 17:18:02
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/65fd4de99a25550412d3257d431fbe64.jpg?lk3s=30310797&x-expires=1714366800&x-signature=Z%2B7ZgeboyB2Uk3%2Fyht6tCCfC50A%3D,userb4pe94tgjl,12.0,wow！so good！！,2022-06-22 14:25:54
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f116fdcb4446b0e579ab08a65ba1318c~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=oky03vU1uowFnhOZTm9AZuYvRE4%3D,bellak433,11.0,Want to wear it.,2022-06-23 12:59:49
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/fd8087a96b045be44c61d7cf0ecb7d6a.jpg?lk3s=30310797&x-expires=1714366800&x-signature=NvW%2FpM8xfpVI%2BY7CkBRmo6lhCYg%3D,lcjqq99,10.0,Look me,2022-07-10 11:03:05
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7350021762098135082~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=2PME%2BQKHfdbow7gnvDI6TRhFNz4%3D,noahglide,10.0,@teyall_lovetay ohh actually in college some girls like clothes,2022-06-14 17:06:47
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a2185f07ac62ef9e6e815c3d2112f352~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=wmPzcN4%2BjpqETeQfAP51vyg8giw%3D,pirpenline,14.0,Wow soooooo pretty ,2022-05-29 14:01:19
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0b9bd9c3dd282fd7276fd2bfa943fa6d~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=EiRTeYGBPl6KLeRsZBtl2H0KcQc%3D,mochihanfu,23.0,Lets go hanfuuu ,2022-06-03 04:25:51
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/fa38de88fdd3b4ee35c2dfa395e64617.jpg?lk3s=30310797&x-expires=1714366800&x-signature=W6bX4uxBbin018eQsY4NANMFyhw%3D,haas_1028,22.0,thank you,2022-05-27 02:43:39
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7354097496039096366~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=MbuWJqjyDR0q3YhNWhwxQk74WqA%3D,guodong0327,9.0,,2022-06-05 05:17:20
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f28f60116947d34820285b4c1ffbeffd~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=YOw4aByKNrcNY9lkn1itqmjbb50%3D,ogaljauesoroking,15.0,Beautiful,2022-05-30 04:43:30
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7351284234029367338~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=JH0Fym1haq%2BODVS0xcr9K%2B4LqWY%3D,supermanshawwan,9.0,good,2022-06-06 15:16:45
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a2d00ef94c82907a909ea13a99471b53~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=A2a5uxudmTutLFnMwhmK%2F9I%2FqxE%3D,haniye.afg,2.0,وای چقدر زیبا ,2022-10-22 08:15:10
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348128827911962666~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=JeV%2FXhYKeX7wqOrx%2Ftr6W9B3F1s%3D,flosmatry,2.0,Beautiful,2022-09-12 08:52:49
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7344976300236341294~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=3A3OsVEPO4sx117FtB%2FCrjYGSnA%3D,d.corset,3.0,I like it ,2022-08-19 05:26:44
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7351362860330516523~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=smmr6dUl6W6bH%2F3%2FvzzAyd%2BMOzc%3D,lizi887,4.0,Beautiful,2022-08-17 16:24:25
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7132550602769072133~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=yi6dMQasfBuWX%2BDHGp4E4adKBR4%3D,craftsmanno007,4.0,Beautiful! I like it,2022-08-17 16:57:54
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7334534473826238469~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=l3RQcensy2xsVHykJndBssKNa7c%3D,ffffcy,4.0,can can need,2022-08-02 14:17:00
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/bc5d6eab22038c4a3793f1aaacc3e106.jpg?lk3s=30310797&x-expires=1714366800&x-signature=85pT2PPAIoUcjpeFFezcJ3xgETk%3D,oka_kao,4.0,wow,2022-07-26 14:07:58
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7347618315939872814~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=Ztm2wgqLzPz5QmKHGRiaId5q1cE%3D,couldloonglee,2.0,Thanks,2022-08-19 09:40:21
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=lagivV1ih2Q28w%2Fq5sek3zaR7dM%3D,user5623349308137,3.0,so beautiful,2022-08-17 11:02:50
,,,,https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7350864490079977518~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=fGPI2E%2F%2FkJjBsqYsrsqgc8MA40s%3D,pu2062,3.0,wow,2022-08-05 10:08:21
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7323710108801810438~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=DVaPZETYWfC9THGT7bBO3yp4XvI%3D,shimenluobei,2.0,Pretty,2022-08-11 04:23:34
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7329214308573937665.jpg?lk3s=30310797&x-expires=1714366800&x-signature=AsgWGW%2Fc1KVbUXBVRZY3zZg4GCo%3D,zach_279,0.0,"so beautiful,
but, i hate washing too many clothes ",2023-08-17 08:05:26
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/13888dff723ea8d007b1680baaae0519~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=l%2FJ9Fsn01NL9ExgQMcaPMPAbbo4%3D,nagudivlolet0,0.0,love you so much baby ,2023-10-17 13:47:30
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/102e6aafa9d7893eeef7be75d19e97d9~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=suIWH07yy%2F1vd7nq%2F81bZtHlXak%3D,manar.al15,0.0,Top,2023-11-05 02:58:12
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/23c3623b4bddbc7c14b734b354b0ef81~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=lm%2Bjpil8ZDHOyOROMm4jpJDs430%3D,catti988,0.0,you look sooooooooo cute in this dresses,2023-10-28 19:54:34
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/319ba60e4eb990dbf5c7335b0a1e7dc3~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=0vwLYpClq3cjxubqES6Ywt1sQTM%3D,marybeeshrwww.32,0.0,I like it,2023-10-21 22:25:00
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/4002eace179aae2f676cb7eae90ebf27.jpg?lk3s=30310797&x-expires=1714366800&x-signature=x%2ByhfMCNr8YtgHeT2qFs1M697Io%3D,howan6666,40.0,中国の服好きって言うと大抵チャイナドレスとか髪お団子のやつとか想像されるけど私が好きなのはこっちだい！！,2022-06-06 09:19:17
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/aa92c71b6b8dc2fc46425a176bb02107.jpg?lk3s=30310797&x-expires=1714366800&x-signature=rybp3poi%2BwJXIxDeBsXVwQntAlQ%3D,xx1314520x1,5.0,,2022-08-13 06:08:26
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5e4ec61cadd39adff61148c8b0d44704~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=NqK6g6u0%2FJoCcsdzPEvcvDqihcI%3D,cyrilleseynhaeve,6.0,,2022-07-24 19:57:08
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5a3c9547b997fac645d2f6534874a396~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=Owg4il%2BrNQwKTH0G4CbjCiqd2OE%3D,weixi19961,7.0,,2022-07-25 15:30:15
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/f94c87431acf89b296cedd4c26e7f89d.jpg?lk3s=30310797&x-expires=1714366800&x-signature=z7LcDnR2wFaCa4PQNj5JcjkQpzM%3D,leo_xps,7.0,,2022-07-23 12:50:02
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/363c08f06cdd93fb9636cbc3ba334e99.jpg?lk3s=30310797&x-expires=1714366800&x-signature=CESp1NY0J5ya2TbkQ%2FyjuSkRpNg%3D,shibainu062,68.0,薬屋のひとりごとや後宮妃の管理人はいつの時代だろう??,2022-06-02 08:11:39
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7327337702721945605~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=7qwBMyAIWqZ7MAZAZqBef7%2FV6Jg%3D,ziyang080,8.0,e,2022-07-02 06:08:30
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/58163433fbdbfa684d639ef28696025a.jpg?lk3s=30310797&x-expires=1714366800&x-signature=vAQY3IJEkLhAfWt87FvVbbX%2F0TY%3D,lodge.tony,6.0,漢服最美,2022-07-31 04:16:18
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7325809891007070209.jpg?lk3s=30310797&x-expires=1714366800&x-signature=WAq%2Fb9GdekQgqB7ODocZRWH5aTA%3D,fumufumu303,26.0,どれも女性の美しさを際立たせているデザインで本当によくできてると思う。昔の仕立て屋ってのはどの国もいい仕事してたね。,2022-06-13 02:41:00
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/d11e8f1b0c1bb0310daa5ec85ae55d2f.jpg?lk3s=30310797&x-expires=1714366800&x-signature=ifOCDRz2mjwrZBBSWIAp307nask%3D,huangzhiqiang99,12.0,漢服真的很美，不得不佩服以前的工藝,2022-07-16 09:29:04
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/600c467bc09373a5c5a0bdcc895a170a.jpg?lk3s=30310797&x-expires=1714366800&x-signature=tztXXCqHPL4I%2BF6GaURtLWPPdOI%3D,beibey110,22.0,我漢家衣冠就是美……,2022-05-27 03:25:16
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/0367cf96e0fbb4f1b60a5cc7194b37b5.jpg?lk3s=30310797&x-expires=1714366800&x-signature=KNJNsC7vwoQlPwu%2F6K9KUvcPZWg%3D,ryou.1114,15.0,絶対暑い,2022-06-05 15:22:38
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/653bf4b422acea7b3258eb8885422a52.jpg?lk3s=30310797&x-expires=1714366800&x-signature=VVnlKWJyr%2BwfKmTiM6DWMNC5OCM%3D,wwhhjgo,17.0,まじでかわいい,2022-06-12 07:27:42
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7116ff70054fb068a140f9a4b3cc14b1.jpg?lk3s=30310797&x-expires=1714366800&x-signature=rewyuUJqqi1DiOeqc1K7Ee9SrQw%3D,salgar0311,16.0,宋が一番好きやなあ...,2022-06-04 03:50:43
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=lagivV1ih2Q28w%2Fq5sek3zaR7dM%3D,user1170471885177,9.0,nb,2022-06-19 14:34:33
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ecbeb4eb6fa82c6c55a5faff087b8c9f.jpg?lk3s=30310797&x-expires=1714366800&x-signature=x%2BxErytEnyBYrBEAhrZAylkF%2Fes%3D,ui_040409,16.0,2番目と最後が好きかなー,2022-06-23 12:31:14
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=lagivV1ih2Q28w%2Fq5sek3zaR7dM%3D,user466005379128,6.0,,2022-07-25 15:30:57
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/9a8f60c40b5a3d4eced71fc6af6181ca.jpg?lk3s=30310797&x-expires=1714366800&x-signature=k7ekVjWrL4HUS5fIbHeMrUNN%2B0A%3D,kaede04208,14.0,どの時代の服も、素敵で魅力的ですね！,2022-05-27 14:50:56
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ec8a518e2154e78764a952217e87fb26.jpg?lk3s=30310797&x-expires=1714366800&x-signature=mY%2F7CpAivMj1q6ZzcBI99TiQ7wY%3D,olrxry,13.0,暁のヨナの時代って明かな？,2022-06-12 05:25:19
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/75164952bd9097c1266ee743eae4e3ec.jpg?lk3s=30310797&x-expires=1714366800&x-signature=6TpqpTd1YLpXaHCL9MyL5EqzzBg%3D,yoruanananan,14.0,秦好きだなぁ…,2022-05-27 10:35:12
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348939888063938602~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=PSV8N0RdZfaaEM5wWqgxDGjdFt0%3D,tesla369hz,12.0,很美麗的服裝,2022-07-18 13:45:55
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/94aa63afa95b74ae22f8d7ba8d0ba84d.jpg?lk3s=30310797&x-expires=1714366800&x-signature=gBNiBvxzAT%2FtrbSg%2FO0FBheP8jc%3D,userdz0rz9nc8s,15.0,"どの服も可愛い""(∩>ω<∩)""",2022-06-26 06:59:49
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/f53e9a3617be255e80e6e644af57846b.jpg?lk3s=30310797&x-expires=1714366800&x-signature=LIHgKhg1695YfByvBnsDdrOoj7k%3D,aiueo_5643,77.0,漢服は全部好みにあってて好き,2022-06-01 07:49:17
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/e3d743197dcb1f43545ba6f112961a43.jpg?lk3s=30310797&x-expires=1714366800&x-signature=u%2Ba1sxgZz855mQEHfgAGDaBx07k%3D,userzqdw1yz28o,17.0,こうゆう服着てみたい！,2022-06-02 12:39:27
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7323224543709888514.jpg?lk3s=30310797&x-expires=1714366800&x-signature=KFy8VYSUBQm%2BN8lOmgWWthfjNzw%3D,wwwmayu1125,16.0,1回でいいからこんなん着てみたい,2022-05-28 16:45:57
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/493f90ae0a8b120d823bcd4bc128f22a.jpg?lk3s=30310797&x-expires=1714366800&x-signature=EMCooGYUxjv3oFtF6bVPKyUBlfI%3D,shi_s_3,16.0,長い紐垂れ流しにしてるのほんと可愛くてすっごい好きなのよね……,2022-06-12 05:11:37
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ff2338330363f097622c13e5eccdc7d1.jpg?lk3s=30310797&x-expires=1714366800&x-signature=7DdrdxsoVcbuVfn4WeVYCrhTvbc%3D,dygaujupakx3,13.0,３０００年近く前かrシースルーコーデあったんだ,2022-05-29 04:52:28
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/6efcb94d295d9f8fe1c1f382a4fd3711.jpg?lk3s=30310797&x-expires=1714366800&x-signature=stGIWF%2BNl3zcAJ9U23gWdkmrYHU%3D,thrk_09,14.0,だんだん華やかになっていってる！,2022-06-04 03:23:28
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/b80299456120ff7b876787ccb7d5ff9d.jpg?lk3s=30310797&x-expires=1714366800&x-signature=WxRCYo7alWo0WcS88SvRBQ%2FpYUw%3D,tsk_082,18.0,魏、唐、明の服とてもすき,2022-05-28 13:53:32
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7349478321152868398~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=8l1r4vhhp4J4t2qoj6vzC8NXcbk%3D,jieke044,12.0,この背景は林俊傑の歌でしょう,2022-06-04 09:37:13
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7032232174002651183~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=AcPj4lnncypI8z3t4QbJP25dpKs%3D,dywr4bzjob4g,13.0,どうして外国人の服を着るの？,2022-06-01 01:23:28
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/dd6dca8a698a8c0640dab3e419788073.jpg?lk3s=30310797&x-expires=1714366800&x-signature=oxgklTV%2BzU3xR1BDY3g3VvtGelo%3D,tamaki53,18.0,全部可愛い…綺麗な刺繍だぁ,2022-05-27 15:34:16
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/2dc7635b0c120b3a1c6875c4bf00ac75.jpg?lk3s=30310797&x-expires=1714366800&x-signature=lWEbBoFRGT4ulv2idWY3l7pNfNM%3D,ka05071,12.0,髪の毛隠す国の服着てみて下さい！,2022-06-03 09:31:23
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7350468103836434475~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=8hz5aEUp6BawJZ3H5sGEYC8%2FZro%3D,youlusang,16.0,いいですね。いいですね,2022-05-29 10:02:30
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/5419aaca49bd99639465629b95a0666b.jpg?lk3s=30310797&x-expires=1714366800&x-signature=rhk%2FtDOnvia1gco%2B%2Fzxf2yMWvjM%3D,zinruinoteihen,14.0,※但し、貴族に限る,2022-05-27 13:46:34
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7325723592111423490.jpg?lk3s=30310797&x-expires=1714366800&x-signature=C0%2FuB9P9%2FczHOhiJTUZfhGu2z28%3D,kevinjin857,6.0,可以的,2022-08-05 08:27:35
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=lagivV1ih2Q28w%2Fq5sek3zaR7dM%3D,ilikepopcorn77,9.0,どれも綺麗ですね,2022-06-11 13:24:38
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7063378744617992193.jpg?lk3s=30310797&x-expires=1714366800&x-signature=gicAUcsvlJnOOvBiQNASZAFWejM%3D,dyjeu87e1max,10.0,どの時代の特色ある、どれも美しい。、どんな時代でも、美に対して、いろんな形で求めている,2022-06-19 11:22:18
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7103522355091079169.jpg?lk3s=30310797&x-expires=1714366800&x-signature=VLos2Mgptl9mMB1lEWvdy%2Fg83bM%3D,tenrei001,13.0,そうが1番好み,2022-06-12 05:00:03
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ac626d90781bd2ab131f07d649fba2d0.jpg?lk3s=30310797&x-expires=1714366800&x-signature=nfq8jihTvCMdJhikoE%2FacKp26wE%3D,siinaakuta,14.0,とても美しいです！！✨✨✨,2022-06-10 15:43:34
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/c194e09dfba9131d81df01578d0b23ff.jpg?lk3s=30310797&x-expires=1714366800&x-signature=ewVC0QFEib4nWdy2ohJDiHqKrQY%3D,lightday2,13.0,時代によって違うんだ知らなかった,2022-06-30 13:43:46
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/f37842db99da9dc2a0528c5a1536beab.jpg?lk3s=30310797&x-expires=1714366800&x-signature=XRsw13PRWEc1NQz8D1boOT90sbI%3D,madousi_5531,14.0,めちゃくちゃ着るやん！すげえ,2022-05-27 21:24:16
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/8617260677aff69d8564d7676cc365ed.jpg?lk3s=30310797&x-expires=1714366800&x-signature=g34tAxkEY4KpSRG3wTLL%2FJrtmhk%3D,maigoto6,9.0,2・3の服が着たい(ง˶ ̇ᵕ  ̇˶)ง,2022-06-25 10:54:27
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ecaec2fe7fdecd875a18cefeeed4f000.jpg?lk3s=30310797&x-expires=1714366800&x-signature=ACl7xnkZPM6OqXFeD79l4okzIPg%3D,s.y_0312,12.0,という,2022-06-22 03:02:52
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/4c239ecc2762b14a2dc00fd44447f11b.jpg?lk3s=30310797&x-expires=1714366800&x-signature=c2t%2Fuy3C%2FduTsmD49vHltPnu7Zo%3D,memetan335,10.0,"素敵✨
着てみたい",2022-05-26 15:37:33
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/8baee01f88f39abfa14db759352bc6fd.jpg?lk3s=30310797&x-expires=1714366800&x-signature=ZyRsh20JewjMW0wqOD1utUjTVNo%3D,bathromanecoti,12.0,服を見ても唐、宋、明がしっかり日本に流れてますよね。,2022-06-05 11:38:47
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/408f5d751437c9df440293267958a0b7.jpg?lk3s=30310797&x-expires=1714366800&x-signature=Kw3I8R4CK%2BTUjhVhsVFCQ8a9WtE%3D,dyoeceheeuuf0,15.0,全部かわいいけど全部トイレ間に合わん,2022-05-27 23:55:31
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/a5b917083140b49a2a54193fe4999aef.jpg?lk3s=30310797&x-expires=1714366800&x-signature=Nt7ZuSFeBrN8oUgTd%2BEUxUmvUtY%3D,1tjgt15,13.0,暑くないのかな,2022-06-01 08:01:13
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/87ca38bacdf89c976927dbcbc08cc186~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=6WAaDQ3o%2FuKNxPYfJA52JkPqP8g%3D,workman444,12.0,初めて見た、すごく美しい,2022-07-02 06:51:29
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7349252264663449646~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=Zqyzt6UiWMyiv5W0Rn%2F1CPxfkrM%3D,hcfhvvvcx,10.0,太美了，无法言表！,2022-06-01 09:42:40
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/f02b8bc452ae0e05715eb428ceb3370d.jpg?lk3s=30310797&x-expires=1714366800&x-signature=vWXq%2Bv04aMp31vHb5p6xwBeoBbc%3D,crischiara2,11.0,唐と宋が素敵〜✨,2022-06-01 03:19:40
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7073432944630890497.jpg?lk3s=30310797&x-expires=1714366800&x-signature=1oANVk4xBLMceIP0IwnM6Lnzvms%3D,user44rbb4a0yv,7.0,韓服は明時代のパックリですね,2022-07-27 01:40:12
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7325462667114577922.jpg?lk3s=30310797&x-expires=1714366800&x-signature=ssxrBdAph%2FuMs0UAJ%2BVGYAWIFl0%3D,myk777yama,15.0,どれも綺麗だし可愛いね！美しいわ。,2022-05-29 01:35:12
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7d47e74e8b90ea4e9c3dbc1a077d6c3a.jpg?lk3s=30310797&x-expires=1714366800&x-signature=zLp9qMeAph4wUuaeBKZFwFw5xEw%3D,r.k.s.w,18.0,全部可愛すぎて,2022-06-05 18:29:51
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/1aa48f6c9edaca36703bea4eb3d950fb.jpg?lk3s=30310797&x-expires=1714366800&x-signature=YXOggJ2UU3OWuTjENxquYEbPVUU%3D,yuan01301,15.0,"中国の服可愛いなぁ( ´,,•ω•,,`)♡",2022-06-02 09:01:43
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/de5fcc96d3266394ef6a4a4b13079820.jpg?lk3s=30310797&x-expires=1714366800&x-signature=5TBg%2BJeayjpRAWDdjHFCTtNPhIg%3D,0603quuu,11.0,綺麗です(´˘`＊),2022-06-23 12:19:42
