nickname,content,ip_location,create_date_time
hehehenhen,横で寝てんで,,2024-01-16 02:48:02
yui94786,龍は神様なんです,,2024-03-16 04:02:45
lucasjoan6,大氣層生物,,2024-02-25 01:54:25
kimutitarou,何食ってそんなでかくなるんよ,,2024-01-10 13:00:31
user7777158683231,俺の右腕には闇の龍(ダークネスドラゴン)が封印されているのでこの龍とも仲が良いぞ,,2024-01-09 02:46:20
xiongguishimizu,ターロー,,2024-01-09 02:42:31
omamemame73,俺の龍は朝めちゃくちゃ硬くなるぜ〜,,2024-01-09 01:16:19
user7614262980558,龍なんて居ないんよな目撃したって言ってるだけで画像も映像もないのにwwwしかも石川の雲に現れた龍ってただの雲www,,2024-01-09 01:07:33
shonan__,ヒント：中国のみ現れる,,2024-01-09 01:00:02
behoimy,昔の人が龍はこういう空想の生き物です。って共有したんですかね?ネットもない時代だから大変ですよね。多分最初は中華の方が夢に出たとかなんでしょうね。,,2024-01-09 00:26:40
takyu_lilkansau,,,2024-01-09 00:18:10
user_541321765,熱息！,,2024-01-09 00:17:59
imsadsadzzokkih,鳥の群れにしても、クネクネは動かないと思うし、圧倒的に龍との辻褄が合いすぎてるんよな。,,2024-01-08 22:41:58
shota1336,,,2024-01-08 22:18:47
user9068474448226,,,2024-01-08 21:55:34
yakyusyounen0,2024年の1月1日のやつはワタドリじゃね？,,2024-01-08 21:29:19
leiichi8181,黒龍は人間が幼少の頃どんなことに健康的なときめきを抱いていたかを記憶している。そんなこと勝手に記憶するなよって思っててもね。金龍の方が美しい。怖がらせることもなく安心で、知恵を与えてくれるから。金>黒ですね,,2024-01-08 19:49:09
soraironikoi,ミサイルバンバン打たれて…地球に亀裂入って地震‼️だと思う,,2024-01-08 18:46:14
kensei1205,,,2024-01-08 18:14:05
ad3694,,,2024-01-08 17:15:42
yasuto.o,"龍ってぶっちゃけワニなんだよ。
東洋の龍はそう推測されてる。(西洋の竜は知らんけど)
東洋の(中国の)龍は、その姿を古代壁画まで遡ると、時代と共に首はだんだん短くなって、ワニのような姿になってる。
大昔の中国南部には、まだワニが沢山いてて、壁画も時代と共に南部に集中してるらしい。
中国の伝承だと、龍は沼地に棲んでるし、おそらくワニであろう。
というのを龍研究の学者さんが言ってるのを文字数",,2024-01-08 17:04:26
30545831865,,,2024-01-08 16:45:32
31764469345,物質主義の現代じゃ信じる人は少ないんだろうね,,2024-01-08 13:46:42
user733792504430,まず飛べるのが謎,,2024-01-08 13:40:06
tanakadesugogo,気のせい気のせい笑笑,,2024-01-08 13:24:17
mayaimanariiiiii,２０２４年の始まり方的に信じ始めたわ笑絶対龍火吹いとるやん,,2024-01-08 13:17:32
.1002596,辰年だからうれぴい(๐›ω‹๐)੭,,2024-01-08 13:07:22
user2469957848076,自分の目で見るまでは信じません。,,2024-01-08 12:48:24
user70999952872825,はいはい,,2024-01-08 12:24:54
yamada._.tensai,,,2024-01-08 10:58:39
spleen2021,ちゃんとお願い言えたのか,,2024-01-08 10:38:43
user7933688183124,ドラゴンスレイヤーがいるかもしれないってコト⁉️,,2024-01-08 10:02:51
31797404217s,７個玉集めれば手でくるよね？,,2024-01-08 09:35:09
user8361795565144,凄く疑問なんだけど龍とかの姿のモチーフって実際にいなかったのなら、誰がこの形を描いて広げたんだろう,,2024-01-08 09:26:07
31503609449,りゅ...龍の巣だ,,2024-01-08 09:16:31
nanamimioda,おーいるのかすごいすごい,,2024-01-08 08:58:13
app2113,弁財天白竜王大権現,,2024-01-08 08:15:19
milktea49999,黒いレックウザでしょ,,2024-01-08 07:55:50
teruteruuuuu,結論。龍なんていません。,,2024-01-08 07:28:21
haku3haku,7つ玉集めたの？,,2024-01-08 07:08:21
tanaka4253,信じるか信じないかはあなた次第です！,,2024-01-08 06:58:19
30238384697,カイドウじゃない？,,2024-01-08 06:50:47
30804194409,辰年の射手座どっちも存在しない…,,2024-01-08 06:06:58
user8824930750831,↓雲でしょ,,2024-01-08 05:49:46
user21032078612954,て言う事はミラボレアスも存在すると？,,2024-01-08 05:40:01
rarirurerorora,こんな巨体どこに隠れてるんだよって思っちゃうけどね,,2024-01-08 05:13:19
user688440142,宇宙人もそうだけど、沢山ある星の中で、わざわざ地球に来ないと思ってる,,2024-01-08 05:09:47
y_u_k_i_0123,干支で龍だけ架空の動物ってのもおかしいよね。私はいたと思う派‍♀️,,2024-01-08 04:43:32
so54846767,いないかな,,2024-01-08 03:54:28
user5302062656793,今年辰年影が映像がっというなら是非観せてください。龍神様なら、この異常な世の中を平和にしてくれる願いが叶うなら。心からお願い致します。画像観せてください。,,2024-01-08 03:52:19
user9796744227591,２０２４年にも見た,,2024-01-08 03:51:32
dyb33w8a2s4w,龍ってどうやって浮いてるの？,,2024-01-08 03:50:09
ganbariya4649,どうやって飛んでんだろ,,2024-01-08 03:48:37
ppap.ppap13,影だけじゃなぁ。証明にはならないよね。,,2024-01-08 03:17:26
user3668001559063,私新潟市民なんですけど、すごく速い影が空の上を通っているのをみました。,,2024-01-08 03:00:04
2.s_na,誰が7個揃えたんだろう,,2024-01-08 02:55:55
e.wne.w.aj,干支が辰以外全部存在をはっきりしてるものだからいるのかな？とか恐竜の時代にいたのかな？とか思います,,2024-01-08 02:51:55
user9769845442235,存在しませーん笑,,2024-01-08 02:38:33
pesuton,どうやって飛んでるんだろ,,2024-01-08 02:19:59
user5569113301236,どうやって飛んでいるんだろ,,2024-01-08 02:02:32
114124714,,,2024-01-08 02:00:33
tawashi_777,いたとしても龍ってどうやって飛んでるんや（マジレスすまん）,,2024-01-08 01:53:40
ruutouwu,信じます,,2024-01-08 01:41:44
jqtm6,羽とかないのに飛べるわけなくね？,,2024-01-08 01:37:48
qvz___2,やっぱ居るんだ！、！！！,,2024-01-08 01:25:36
31729038425k1,俺も白龍見たことある。,,2024-01-08 01:23:51
user6124111192790,まあ生き物としていたとしてもおかしくはないよね,,2024-01-08 01:20:31
30527992521,中国か、、、,,2024-01-08 01:17:55
123abcmpwp,龍っておるんやったらどういう原理で空飛んでるんやろ,,2024-01-08 01:08:27
i_love_1jz,あの影は絶対レックウザ,,2024-01-08 00:59:02
user3401460737799,おいらみた事あるよ,,2024-01-08 00:53:25
hanadekka,なるほどな、そうやって脚色されて語り継がれてるんか,,2024-01-08 00:49:14
terrifier2018,いたとするなら龍の浮力ってどうなってんの？,,2024-01-08 00:45:01
nono...2727,ちょうど家族皆で車出おでかけしてる時にこの話になったんよその時お母さんの仕事の友達がこう言ったらしいよ「今ね外国で戦争が起きてるから龍が今助けに行ってるから日本にいる龍が少なくなっているから地震が起きて日本に残っている龍が頑張って働いてるんだよね」って言ったらしいよ,,2024-01-08 00:43:08
user1651746099283,龍いたら、世界終わりますよ？,,2024-01-08 00:35:54
r_fugen,龍が存在する可能性が低いとされているのが、龍がこの背格好、大きさで雲の上を飛べるわけがないと言うこと。もし仮に存在するなら海の中かな。,,2024-01-08 00:30:51
4jgpwmjwpgjww,はいはい,,2024-01-07 23:49:34
kkkkll1234,誰が竜を描いたの？,,2024-01-07 23:49:02
user6096006529927,,,2024-01-07 23:46:28
top_of_the_omonnai,ヒント 鳥,,2024-01-07 23:33:27
user3482006563224,中国人,,2024-01-07 23:29:53
_s2_o6,龍ってどうやって飛んでるの？,,2024-01-07 23:23:02
koko_12126,,,2024-01-07 23:11:44
user7320810451811,"蛇が体をくねくねしながら高いとこから飛び降りてるのテレビで見たことある
あれじゃね",,2024-01-07 23:11:18
tomeeetooo,,,2024-01-07 23:08:34
huhvhugfru_bytf,あ、あの鳥っす…,,2024-01-07 23:05:30
air_quality,龍っていたとしたら、どうやって飛んでるんかな。,,2024-01-07 22:44:20
saikoro321,実在するだろうけど、リューマが斬ってくれちゃったせいでもう拝めないかなぁ…,,2024-01-07 22:35:45
user828652049360,龍ってどうやって飛んでるんやろ？,,2024-01-07 22:33:32
metam0nn,ニギニギコハクンチョス,,2024-01-07 22:29:14
lovekyon,なにいってんの,,2024-01-07 22:05:39
ryouta143,龍とかなんで中国とかからしか情報でてこないんやろ、ヨーロッパとかブラジルとかで龍みたってのほとんど聞かないよーな気がするけど笑笑,,2024-01-07 21:59:57
user7752659276380,龍が存在しててほしい,,2024-01-07 21:57:21
30536820825,ドラゴンボール7個集めたんでしょ？？羨ましい,,2024-01-07 21:55:27
dodo420wwwww,龍って存在したら何食べてるんかなw,,2024-01-07 21:52:19
pi.ri.ka.pi.ri.ra.ra,本当に居たら化石くらいあるだろ,,2024-01-07 21:49:14
taroman9,飛行機とぶつかってしまう✈️後なぜ雲がある時しか龍は出てこないのか,,2024-01-07 21:42:37
hii.kyo03,スキル無しでしたが龍に鍛えて貰ってレベルめちゃくちゃあがりました。,,2024-01-07 21:29:18
yudu2823t17,,,2024-01-07 21:14:49
user4932076617172,龍が居るなら会ってみたいな感じ,,2024-01-07 21:10:48
2147205377,この目撃談は全て、鳥の群れだったと言う事実が証明されてます。,,2024-01-07 20:58:52
tontonsangenton,干支にもあるから、実在したんだろうとは思う。,,2024-01-07 20:28:17
moeka2811,,,2024-01-07 20:19:07
moeka2811,,,2024-01-07 20:19:07
touhou.zuki,龍が居るならファンタジー世界がある可能性があるのか！？,,2024-01-07 19:56:27
gard._.11,ウォロロロロ！,,2024-01-07 19:33:19
parachi09,もし、古代歴史に恐竜という生物が載ってなく、今現れたらびっくりするだろうな,,2024-01-07 19:19:00
sho.m.19980115,龍が存在してなかったら、皆、龍って生物すら知らないんじゃないかな？見たことあるから龍って言うようになったんかな？分かんないけど,,2024-01-07 19:14:54
user428599927,ほんまにおるで龍,,2024-01-07 18:59:56
togechan20,いないて,,2024-01-07 17:52:10
rrrrrrrrruuuuuuu_,世界は広いもんねー,,2024-01-07 17:41:10
dachu4848,でも数は少なくなってしまったやろうな,,2024-01-07 17:36:32
_aoyade,,,2024-01-07 17:27:09
shouchan0127,信じるか信じないかはあなた次第！,,2024-01-07 17:08:55
kurippy_,龍が仮にいるとしてさ？どうやって飛んでるん？反重力物体け？,,2024-01-07 17:04:19
00999.333,鳥の群れ,,2024-01-07 16:57:23
user6668786182791,なんで捕まえれないの？居るのなら,,2024-01-07 16:53:52
jini6523,龍,,2024-01-07 16:34:30
sekainoogawa,,,2024-01-07 16:28:52
useruglw7pe0oq,星がついてるオレンジ色の球を７つ集めれば龍なんていつでも呼び出せるやんw (すいませんネタです),,2024-01-07 16:26:00
user4erw1u2uf2,どやって飛ぶねん,,2024-01-07 16:19:08
userz2qxhxgen4,龍見た人いいな7個もボール集めて,,2024-01-07 16:16:52
user7x44r6vowb,中国だそ？www,,2024-01-07 16:14:55
ajinohiraki0035,龍っていたとしてもどうやって浮いてるの？,,2024-01-07 15:49:39
buryu777,空想上います,,2024-01-07 15:48:04
user6791726714580,このばばぁーんって音好きだわ,,2024-01-07 15:21:24
wulngu,俺は辰年生まれだから信じる居ると思う,,2024-01-07 15:19:48
user2703116006931,これってほんまなん教えてトントン,,2024-01-07 15:15:26
hamutaro_11,龍はおるよ。5歳くらいのときに頭の上に乗って一緒に空飛んだことある。,,2024-01-07 15:14:23
1kura10,みてみたーい！,,2024-01-07 15:08:36
ibuki4757,あきとぅんとぅんの「食べ物どうするの？」で考えるのを辞めました。,,2024-01-07 14:53:40
user4885786988161,翼なくても空は舞えるの？龍どういう原理で飛んでいるんだろう。不思議だ！,,2024-01-07 14:50:31
kamiyan0,龍ってさどうやって飛んでるんやろな,,2024-01-07 14:49:33
rrrrrrereol,次元が違うから観測できない。なんつって,,2024-01-07 14:47:07
uyoo158,じゃあもしかすると空に島があんのかもね,,2024-01-07 14:27:25
m.m.eiji,なんかニュースって勘違いだったりすることあるよね,,2024-01-07 14:24:44
yosihki519,あれ、鳥の群れ？？,,2024-01-07 14:18:58
okid.com1,んー。まぁいないと思うけど火のないところに煙は立たないだよね、,,2024-01-07 14:08:32
tttttttanm121212,なんか鳥いるなら龍いるって思っちゃうな笑,,2024-01-07 14:06:22
user85251704533241,あ、あれ大勢ね鳥が集まって龍に見えただけらしいよ,,2024-01-07 14:05:42
kasan866,龍はいるよ。2年の時隣の席だった。,,2024-01-07 14:04:20
kindayuki,カイドウwww,,2024-01-07 14:04:07
user5zlrn0l6cs,俺のちんは龍ぐらいの長さや～！(深夜テンション),,2024-01-07 14:00:32
user1048774361810,地震のは龍じゃない,,2024-01-07 13:51:31
unosuke88,末期の中二病が想定外に多すぎてビビってる,,2024-01-07 13:50:32
username_no0name,物理的に飛ぶことは不可能っぽくね,,2024-01-07 13:31:02
user9234609690353,中国か,,2024-01-07 13:30:49
user7534062871485,,,2024-01-07 13:30:40
user5lvworvknj,ほんとうにみたとき腰抜けそう,,2024-01-07 13:28:34
okamon28,雲だろ,,2024-01-07 13:26:43
taichi578,おらん。神様って言うのと一緒だから。人間が作ったもの,,2024-01-07 13:14:11
okamon28,雲だろ,,2024-01-07 13:26:43
taichi578,おらん。神様って言うのと一緒だから。人間が作ったもの,,2024-01-07 13:14:11
makudo_narudo01,食料はどうしてるの？,,2024-01-07 13:11:20
user14slx0fx4v,動画くらいあるよね？,,2024-01-07 12:45:13
user14slx0fx4v,証拠は？,,2024-01-07 12:45:04
kippdyabhhfh6,こんな大きいものが地球上に住んでたら普通にわかりますしかも龍は神様かもしれませんけどいっぱいご飯を食べないとダメなので多分暮らせません,,2024-01-07 12:35:06
takasi1255,カイドウやろ,,2024-01-07 12:10:22
dahan574,え？なんでバレてんの？俺ら一族はバレないように生活して来たのに。,,2024-01-07 12:03:19
kumotomirudao7,今年の地震の時の龍はとんとんが違うって言ってたよ,,2024-01-07 08:48:59
user99779598675587,龍居るとしたら俺がダークエンペラーズホワイトマキシマムライトで倒してるわ。,,2024-01-07 06:34:46
toumorokoshi323,龍ってどうやって飛んでるんですか❓自分は嘘だと思う。教えて,,2024-01-07 04:02:06
dywy4q9hkqjn,ニギハヤミコハクヌシならみたことある,,2024-01-07 03:44:36
paragasuggg,龍って翼が無いのにどうやって飛んでるんだろう,,2024-01-07 02:15:59
gaaaaameeeeeee,石川県の映像はただの速い鳥に見えたけど,,2024-01-07 01:56:46
08104545.5,俺は信じたい,,2024-01-07 01:37:07
user6143487258279,龍がいるといいな,,2024-01-07 01:20:50
user42374319804178,俺は信じてた,,2024-01-07 00:56:51
moonlikethemoon_a,多分それカイドウ,,2024-01-07 00:37:20
tomorrows_beauty0915,信じます。,,2024-01-06 22:30:39
syarekou,気にしたこと無かったけど今考えてみたらどうやって飛んでんだろうね,,2024-01-06 21:22:12
yukki0830,この地球にはまだ知らないことが沢山あるからいるんじゃないかね,,2024-01-06 21:17:16
user7772714341325,黒い龍には地震を起こす力があるらしい。(雑学),,2024-01-06 20:43:37
takumu30,おれもはじめてのポケモンもらったときにでっかい鳥みたな,,2024-01-06 20:02:48
yuusei.a.k.a.jose,リュウガワガテキヲクラウ！,,2024-01-06 19:39:58
orda693,餌は？,,2024-01-06 19:03:10
user585565816226,ドラゴンボール3つ？7つ？それによっては変わってくるよ,,2024-01-06 18:51:01
kinketu.rav4,宇宙、地球、海、山は広いから居てもおかしくない❤️‍未だにまだ知られてない事が沢山有る。,,2024-01-06 18:00:43
kazuya...0028,存在しないからこそ浪漫なんだよ,,2024-01-06 17:54:53
tora0402,メキシコ人はめちゃくちゃＵＦＯの動画は撮るのに龍の動画は誰も撮らなかったんだねw,,2024-01-06 17:08:20
user1707135888332,統失かな？,,2024-01-06 16:59:41
mqlenny_,見たことあります,,2024-01-06 16:49:05
umemaru05,だって神様なんじゃ✋(　ˆ̑‵̮ˆ̑　),,2024-01-06 16:39:55
kenty.998,石川の地震は龍が関係してる,,2024-01-06 16:38:52
kareeee214,だとしたら何食ってるんよ笑,,2024-01-06 16:37:42
user738139499592,都市伝説って知ってる？,,2024-01-06 16:32:27
geribenjyo333,ドラゴンフライはいますよ,,2024-01-06 16:31:49
userqpi7zmqstj,遥か未来では豚でも伝説の生き物になるのかな,,2024-01-06 16:21:57
mokouhonmono,シードラゴンならいるよ,,2024-01-06 16:18:58
user2ta5abl7gg,玄武に龍がわいの年のしょっぱなにお前何やっとんねんって怒ったん？,,2024-01-06 16:04:45
user2510512966362,見たい,,2024-01-06 16:01:37
asobibito9,どんな所で暮らしているのだろうか?山かな？,,2024-01-06 16:00:21
.........dgjgjg,こいつってなんで飛べるん？,,2024-01-06 15:40:09
kamenlgn1t5,龍が色んな国で言われてるなら居たのかもな〜。,,2024-01-06 15:03:53
user83359153363614,俺達が龍の姿を知ってるって事は現代は分からないけど過去に本当に目撃されたからそれが言い伝えられたんじゃない,,2024-01-06 14:50:45
t__tan__,そめおか,,2024-01-06 14:50:25
userbwiz5nul5b,羽もなんも無いただの長い生き物がどう飛ぶん？,,2024-01-06 13:41:49
30284176033,へー,,2024-01-06 11:11:25
user871569915518,って誰が言ってて誰に伝えてを続けてきて、正確な伝え方した？,,2024-01-06 10:46:02
achieve777,龍ってコウモリの群とかだよね,,2024-01-06 05:50:10
achieve777,龍ってコウモリの群とかだよね,,2024-01-06 05:50:10
llllllllllll666666,,,2024-01-06 05:49:45
f.kaityan,いるなら空じゃなくて地中とか海の中やな,,2024-01-06 05:38:50
it_was_bad,"龍はどこで生活してるんや、地球上だいたいどこにでもニンゲンはいるから
｢あ！りゅうだぁ！｣ってなるやん",,2024-01-06 05:35:36
yuujininjasamurai,りゅーくんなら見たことあるけど…,,2024-01-06 05:07:45
clara.666666,あきトントンがニュースのやつは龍じゃないって言ってたよ,,2024-01-06 04:06:30
user23326508684231,いたとしたら食べ物とかどうすんの？www,,2024-01-06 04:04:33
gtpdp3,本当かな〜,,2024-01-06 03:29:56
wq2a40053sz,あきとんとんがいないって言ってたよ,,2024-01-06 02:39:55
gmpjwgjp.gpwj,こういうの流れて来すぎて「実在する」ハモれるようになってきた,,2024-01-06 02:20:10
____rill,2024年1月1日石川で地震がおきたときりゅうみたいのがとんでたけどからすのたいぐんかも,,2024-01-06 02:01:13
user9287191008074,龍みたいな大きい生物が居たら食べ物がない。もし、居たとしたらこの世から生物皆んな食べられていなくなる。だからいない！,,2024-01-06 01:53:06
dy90juqqrcjz,我自体が存在するかぎ竜は生きてる！,,2024-01-06 01:11:35
taiyou_3030,存在しない記憶,,2024-01-06 01:02:09
mumu0912,埼玉にはちょいちょいいますよ。,,2024-01-06 01:00:33
tomo9595,,,2024-01-06 01:00:26
dangosankyoudai09,皆さんは鳥って言っていたのですが、あれは黒龍でした！黒龍は大地震が起きている時に現れるそうなので、あれは黒龍でしたね。よ〜く、見てみたら黒龍でした、鳥ではありません,,2024-01-06 00:57:26
hikaru090502,地震の時のやつは龍じゃないって,,2024-01-06 00:54:34
unknown37510,,,2024-01-06 00:49:14
arararararfgvf,あれって鳥の群れじゃないの,,2024-01-06 00:47:08
hoshi_no_usagi,いるけどいないと思う。ただ空想の動物を一つ一つ解明していけばそれは空想じゃなくなる,,2024-01-06 00:36:28
user3433457085825,蛇の様な生物ならへびでいーじゃん,,2024-01-06 00:33:17
user5998117338351,石川県地震のライブカメラに写ってるよ,,2024-01-06 00:30:25
x_x07770,あん,,2024-01-06 00:26:06
takahiro1146,それ竜じゃないよただの鳥,,2024-01-06 00:17:47
oushou3333,カイドウさんまだ生きてたんだ！,,2024-01-06 00:08:28
user25256667774649,ムクドリの群れじゃないの？,,2024-01-06 00:03:44
user6977337091054,※地震のやつは鳥です。,,2024-01-05 23:58:48
user90348503338007,この地震のやつはエネルギーっすよ,,2024-01-05 23:49:59
kkkkk.k021924,そんな大きい生き物いたら排泄物とか見つかりそうなのに存在以外は見つかってないのはなんで？,,2024-01-05 23:43:03
melkun28,それはレックウザだよ,,2024-01-05 23:36:19
nagfc6,石川県にもいたくない？,,2024-01-05 23:28:19
user6986323741287,地震で見たやつ鳥らしい,,2024-01-05 23:28:17
tv73897,ムクドリ,,2024-01-05 23:24:11
dydttg2u8a0y,まぁ辰年やもんな,,2024-01-05 23:17:30
kaiou00226,恐竜がいたってことは龍がいてもおかしくないよね。,,2024-01-05 23:10:18
user3614299196548,,,2024-01-05 23:02:59
yujikatahira,いるね、完全に,,2024-01-05 22:57:36
oriondeath,虫か鳥でしょ,,2024-01-05 21:00:39
hotate_kabusiki,見たってだけでちゃんと確信した動画もないから龍なんているわけないと思う。もし仮に居たとしたら飛行機に乗った時に遭遇すると思う。,,2024-01-05 20:53:13
user3981699409350,俺の友達の母の妹の友達が飼ってるよ,,2024-01-05 20:24:32
pizalove1,地震の時のは鳥でしょ？笑,,2024-01-05 15:46:27
dycg5ncwmkmm,教えてトントン,,2024-01-05 15:36:05
syo886,幻とかじゃなくてか？,,2024-01-05 13:45:29
user5733421743080,龍の動画あるから,,2024-01-05 11:41:11
useror4n6t50hk,デカイカイドウのポスターやないが,,2024-01-05 04:05:14
to.ko5824,架空,,2024-01-04 18:01:26
siao.lan.seng,Best  movie! Too bad no more.,,2023-11-05 08:58:35
lung060,瞳孔一方 秒變二哈,,2023-10-13 23:52:13
userxo2jga89kb,好溫馨,,2023-10-08 12:10:13
zhongvvg2n3,黑色是男生，白色是女生,,2023-10-14 10:40:51
hen_xian,有新的？,,2023-10-09 03:37:29
sus_uwu87,有亿点点可爱,,2023-10-12 23:00:22
mingxuan911,好像是姐姐和两个弟弟,,2023-10-11 23:37:26
dyrldvxj0gm5,好懷念,,2023-10-09 09:00:32
zhangjie63,第幾集,,2023-10-08 13:47:31
chisanauteki,馴龍高手超好看的已經刷超多次了,,2023-10-15 03:26:28
mudev7,好懷念,,2023-10-13 13:18:26
user84506501,好可愛,,2023-10-31 03:47:22
anni_tee.213624,太可爱了叭,,2023-11-05 01:00:16
sa0814911,好久沒看了,,2023-10-09 08:07:01
blue_king229,好厲害畫的人我都看不懂是誰,,2023-10-24 18:26:39
linsu20,貓貓龍,,2023-10-23 09:11:49
528_yeye,@鬱結 超級好看,,2023-11-30 12:47:57
sujdb839o2j,好懷念w上次去看尋龍高手不知道是什麼時候了，但好像是2,,2023-10-14 08:01:41
ldz_1015,@dododo481 @Wei 王力宏,,2023-11-05 09:56:36
userc817ny0bb5,沒有第二集？,,2023-10-09 06:48:33
max0123488,更,,2023-10-09 05:44:06
nobu2373,三集,,2023-10-09 05:56:21
dijekw,善解龍意,,2023-10-17 09:33:47
yangtfgzrjs,更,,2023-10-09 03:14:05
ycha_ling,@Hanh Hong 超可愛,,2023-10-11 18:36:15
hobarthuang,更,,2023-10-09 05:59:25
9201314as,更了@,,2023-10-09 02:34:39
xunxun818,完了完了的時候好可愛~~,,2023-11-25 12:10:06
babybear907,,,2023-10-30 12:04:52
a8952263w7o,可愛,,2023-10-14 03:30:43
xiong711,更,,2023-10-08 11:10:30
michelle0484,賞巴掌那段好可愛哦,,2023-10-21 12:07:52
yun_2.28,@lil H 什麼時候有這集了,,2023-10-29 11:49:11
xupeishan7,,,2023-10-08 21:41:06
tobesmitten9,更,,2023-10-08 14:48:06
janes_01_13,小時候的電影,,2023-10-13 12:16:45
abc1234500001,更了@我,,2023-10-09 02:12:26
szqwqzs,這我童年ㄟ,,2023-10-10 09:58:22
user48465194423965,@遍愛雨琦❤️❤️好可愛,,2023-10-14 03:24:44
coco34707000,牛,,2023-10-14 06:50:00
dkismylike,@溫柔只予妳 沒牙跟光煞真的好可愛,,2023-10-15 14:54:44
yongzede,白的是女儿,,2023-10-10 11:12:35
dy5uo5utwhxn,,,2023-10-10 07:48:55
l156318,好可愛,,2023-10-19 08:41:21
yvonne._.1021,我特麼哪知道,,2023-10-15 11:31:03
boluoooooo,前面小龙打架好可爱,,2023-10-09 05:59:40
cococ066,更,,2023-10-09 06:29:55
user6m5wl795rs,的3季了,,2023-10-09 05:43:40
xuanjoey451,好可爱,,2023-10-17 02:32:46
appleuser38457440,名,,2023-10-10 08:43:28
boluoooooo,前面小龙打架好可爱,,2023-10-09 05:59:40
yvonne._.1021,我特麼哪知道,,2023-10-15 11:31:03
._.ya02,@義大利麵,,2023-10-08 22:31:14
king991314,❤️,,2023-11-05 03:49:51
j_rong13,,,2023-11-05 03:10:31
m4ssss4,@,,2023-10-19 08:14:49
user6859499671860,,,2024-01-05 14:33:13
user82910876639251,,,2023-12-02 22:31:22
user6859499671860,,,2024-01-05 14:33:31
ws30001,,,2023-11-04 09:06:46
cindylin007,鬍子好多,,2023-10-08 13:29:28
oeytfff,黑白,,2023-10-08 12:22:00
user65057393705634,好可愛喔,,2023-10-08 12:16:09
dyo4g89zk0ti,更@我,,2023-10-08 12:31:35
pervertunderyourbed,I wish no one thinks that one dragon is a bisexual,,2023-10-14 10:47:28
wunanqing,"想問戲名嗎？我知道唷！
戲名『尋龍高手3』
不用謝：你按個愛心就好。",,2023-10-08 22:27:46
dq2125,亞絲翠跟小格格cp超好嗑,,2023-10-08 12:26:16
hui19903,"黑色应该是男的
白色应该是女的",,2023-10-13 22:48:53
user962448773235,看眼睛老大老三跟媽媽一樣是藍的老二跟爸爸一樣是綠的,,2023-10-15 10:58:54
lang_0804,眼睛顏色 綠男 藍女嗎,,2023-10-15 09:40:19
user6110423935962,藍眼女，綠眼男，作者有講,,2023-10-21 15:26:24
patty.tw.0513,是訓龍高手吧,,2023-10-17 15:58:52
keyshiegia,龍表,,2023-12-02 06:54:33
aoix520,顏色,,2023-10-09 10:11:49
wolf_tales_iove253,名馴龍高手 歸家 看眼睛顏色可知道公母 綠色是公 藍色是母,,2023-10-09 10:10:55
user200247666,白的是女的？,,2023-10-09 09:14:43
user9619827212491,黑色男 白色女,,2023-11-23 17:11:43
1008wei_2010zhe,顏色,,2023-10-09 07:58:46
yu513191,綠眼公的 白眼母的,,2023-11-06 14:26:53
vincent5522,哈士奇,,2023-10-18 00:38:33
87wis87,公的外耳比較大 母的外耳比較小,,2023-11-05 11:20:20
eny9045,名：尋龍高手,,2023-10-09 05:54:11
bottomless_malice,聖誕節特集,,2023-10-09 04:09:44
dy34jgwus0s5,2公1母,,2023-10-09 02:56:32
odlmonk,眼睛分性別,,2023-10-09 02:45:21
xh.98_1103,無牙？？？不是沒牙嗎？,,2023-10-09 02:42:40
useru7qx544vhe,顏色,,2023-10-15 09:03:20
usermb6phdsvf9,龍的性別…看。,,2023-10-08 23:52:28
aqqqq362, =完了完了,,2023-10-08 23:37:19
16joan7,老大是女的，老二、老三是男的(看尾巴愛心是女的,,2023-10-14 23:59:55
zhanqiaoyin,超愛無牙仔,,2023-10-09 06:43:10
user5t93ahawam,這是後面的外傳融合了第三集後面的彩蛋,,2023-10-08 19:08:52
karenjhang,尾巴 女的愛心 男的尾巴長得很像翅膀,,2023-10-14 19:09:49
phang.theresa,黑色是男的，白色是女的,,2023-11-05 02:17:50
user5739437909655,雄性背上有尖刺,,2023-10-09 08:05:25
hsin.0815,官方有說過除了藍眼睛的（Dart)其他兩隻（Pouncer、Ruffrunner）都是公的,,2023-10-14 14:28:50
fk28280,我覺得沒牙比較好聽,,2023-10-14 05:27:43
softmimiluvs,知道先看他们眼睛的颜，蓝色代表女的青色 代表男的,,2023-10-14 04:15:46
yui_.311,@死ㄅ臉 @내산 好懷念,,2023-11-04 07:59:23
luciayu0415,阿？為什麼要躲開,,2024-01-06 05:07:47
odlmonk,眼睛分性別,,2023-10-09 02:45:21
xh.98_1103,無牙？？？不是沒牙嗎？,,2023-10-09 02:42:40
s2123362,白母 黑公,,2023-10-10 14:33:29
useru7qx544vhe,顏色,,2023-10-15 09:03:20
usermb6phdsvf9,龍的性別…看。,,2023-10-08 23:52:28
aqqqq362, =完了完了,,2023-10-08 23:37:19
miku_023939,馴龍高手,,2023-10-13 12:44:29
16joan7,老大是女的，老二、老三是男的(看尾巴愛心是女的,,2023-10-14 23:59:55
user5t93ahawam,這是後面的外傳融合了第三集後面的彩蛋,,2023-10-08 19:08:52
karenjhang,尾巴 女的愛心 男的尾巴長得很像翅膀,,2023-10-14 19:09:49
