nickname,content,ip_location,create_date_time,Avatar,Name,Likes,Comment,Date
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/97b101865a9f2269e33443c4388fe632~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=PHmWC08J6Tx8WZkj8OrE1W2Vyos%3D,lamamicharles7,2.0,waooooo,2022-04-08 09:28:43
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7347936537759186986~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=aDbvPjsJ%2Bk2rDN3PiCVMxwvSh7k%3D,shaolinkungfu01,1.0,nice,2022-05-17 13:28:28
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c8bc607eaea668d4ce3626cc87498ba3~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=KaA7arz4tlAmrfZoVevlVjxVJGc%3D,rosscoradio,1.0,I wonder which leaders consciousness was put in his body,2023-02-23 00:55:11
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ff48fb5d3a18d239802f47160991f11f.jpg?lk3s=30310797&x-expires=1714370400&x-signature=dL6AZy3mfIya%2F6yyYwuuntnWwQI%3D,thembi658,1.0,can you train my son helove it,2022-04-04 07:46:36
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/96d3138d6c0821f24ba195b37dafd3a4~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=f%2FY8Yvd0s%2FRipyerZ7GQx2PajbQ%3D,james5g5,4.0,Nice,2022-04-07 10:12:11
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=qzWfDjcqZ5xOe9Jf2AcnzxaskgM%3D,wallervpsteve27,2.0,can anyone tell me the name of song plz..,2022-06-05 17:58:48
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/827810522c64ad51be842c5b8e4262a4~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=4JLK76JCC8V6cYNfxGm%2FMHf%2Fu%2BM%3D,yade458,2.0,ok,2022-04-04 17:17:22
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/fc5ef0de50b614e9396d4a2b81189cfd.jpg?lk3s=30310797&x-expires=1714370400&x-signature=9jowp3RzUPLH25tqK7qPfHn%2FsZo%3D,timothykeverenggmail.com,2.0,marvelous,2022-04-04 17:43:28
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7328426217401024518~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=JtpSuXhF9Vl8TOorK8JkvTwNMMQ%3D,souleymanetraore018,2.0,cool,2022-04-06 12:47:04
,,,,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/aa80357ae44bdf2c885bdf301024e2de~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ulPkZiTQHs3aoc5jxnzcn%2FJFspk%3D,m.nazrirusly.18_2022,3.0,name song,2022-08-04 14:27:50
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7078805502599102469~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ZeqqNHY%2B9%2Faq4Hcua3QBVv7a55s%3D,nyebuch,1.0,small. master,2022-04-03 22:04:08
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a72b9c999db46f03459c552097402e65~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=QUvEdxahPjZbQIXIAzGJHF8WUTY%3D,healeyne,1.0,Tittle pls,2022-04-05 05:40:55
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c520dabfe8961414a4e8f443b024ea68~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=rKqzHNkiwkPmgT91seVu%2Ba%2Bhp%2BQ%3D,kwize14,2.0,waaw smart master no smile no anything just focused,2022-04-03 12:46:20
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7068211045461917701~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=nHRODaxZNn%2Fnjuc9djLRPfGY46g%3D,holonjj,1.0,where I can download it,2022-04-04 13:25:57
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7332073408949125141.jpg?lk3s=30310797&x-expires=1714370400&x-signature=yPqfcSZd4661Y3BgE0hh0MpgaYU%3D,liaqatshahliaqat1,2.0,Vere nice master,2022-04-03 16:17:13
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7068211045461917701~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=nHRODaxZNn%2Fnjuc9djLRPfGY46g%3D,holonjj,1.0,where I can download it,2022-04-04 13:25:57
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7332073408949125141.jpg?lk3s=30310797&x-expires=1714370400&x-signature=yPqfcSZd4661Y3BgE0hh0MpgaYU%3D,liaqatshahliaqat1,2.0,Vere nice master,2022-04-03 16:17:13
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/48e5a1d7c3394d954bd540c1709378d6~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=m60Qs5%2BqoK%2FGMSbnPslnT87Q7O0%3D,aktarnabila,1.0,Hope to find a man who can accompany to the end,2022-04-03 07:10:04
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/808ca99a6c5d89adc947db5d5226552b~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=e%2Blhh5Oy1XnZoI3ZHkqp6Dl3HgQ%3D,dicksonalihabwe,2.0,Good master,2022-04-06 11:33:30
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7332056874241032198~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=isA%2B4ddxpOSXikHTz6gCozBzW%2B4%3D,josephmerheb0,2.0,Super,2022-04-28 20:14:30
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a2b3c839b3bcbefd2efbe66561049271~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=8xZfES0Unmg9mxhvcp1ckXV9M%2Fs%3D,bosmancurrenti1,1.0,nice,2022-04-03 14:55:25
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7335301716373405702~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=fxfVavAuhD0ZTPS3y9Z%2F4SsFYms%3D,belindalindo,1.0,where can i get shoulin master in south African jbg,2024-03-02 20:11:48
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7329132406137946118~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=iwf70f%2F3voiPj4DkatUWozgv%2FaA%3D,bindassboys19,1.0,super master,2022-04-03 06:07:17
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7343141933738360875~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=c6fvjjIRQIPGvXWM%2F%2FekMZTrKqE%3D,139374003oe,2.0,lol❤️❤️,2022-12-24 06:58:42
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/44359fbed42cb60638d9d2839351919c~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=2NeaBYsgnJisos8sJsgJw9Zp%2BEc%3D,blaackh,2.0,Young master,2022-04-04 20:23:45
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9d5301715d8e29c193939b651d83dfb4~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=8NOnT26mAcgR%2FtrL%2FghBPq7pBDo%3D,____brunoadm,2.0,please the title,2022-04-05 11:37:52
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/81fbe2300271922f1319033aef1ac057~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=yAM%2FqpyqyNXEXzbkZ%2BDZwRueGWo%3D,shugabeauty,2.0,Wooow ,2022-04-05 05:27:21
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/695e650b7f103b60df4d27e8f337b934~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=1JObOhKSmAEyBSS3b9o%2F%2B%2BxJXXs%3D,drameamadou151,2.0,respect,2022-06-14 08:32:00
,,,,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/6766233ef323ec1a3fcf20e19d10b17a~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=AnTNPAt55UStJOULkXN1UCPGUKg%3D,yayah_s_sesay66,1.0,Aah ah Small  master hwu doing sir,2022-04-03 22:41:06
,,,,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/b26dcecb2e7cf5b60f0ca47ed263ddb6~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=h5oOKg%2BQhT2NEHvIk3iPauUbz%2BA%3D,menpkoo,1.0,I am permission to download this video..,2023-01-27 12:34:41
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b503da2c3c9497b5324eb7d0d30955d4~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=N2Ecpt4dLddDakZCYr5DOzFjW5Q%3D,w66198,2.0,I also like martial arts,2022-12-29 09:36:24
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8641e242b46ff5d2cf45210eff9e3d90~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=er%2FWPExqps9YE96Jtgkt%2FhfbIOk%3D,el_emmanuil,3.0,nice save Ukraine thanks ,2022-07-29 20:37:46
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/5e649b422c51ee9b10f7ac785442dda0.jpg?lk3s=30310797&x-expires=1714370400&x-signature=3FD5uIcmNDzMsOXAvbOzVyvrkfw%3D,farhadbangash09,1.0,great small teacher ,2022-04-05 11:21:36
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/13220b0fd44b3224322fc73b5cb04fca~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=JjrKxaIBWeKax1mGR2m9OoQmPFU%3D,wll.qays177,1.0,victors,2022-04-06 09:07:11
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/95a39683d9a6dcfe785bc2bc4e6bcf4f~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=sUFyJb1mOx7J2ylXk5%2FA6fIeGpE%3D,thinkinrich,1.0,Leadership is not about size,2022-04-06 11:51:17
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5fbeb009de82196f6d3273363fdc2c30~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=qwaxo6fqKbw8FqlPMEZ35df8xNY%3D,rodneyw1,1.0,one love ,2022-04-03 13:56:27
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7343059851645288490~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=Nn5eVKeRxFbxI%2BMWPm%2BLQW7Qacc%3D,user4538540923477,1.0,"Haha, the famous scene",2022-09-25 03:51:29
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9bf8a22b87c1f791ac137581d26fd27b~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=vmjn%2BfIztg3cF0tFW%2FhOBA%2Fi0SI%3D,lakougnon,1.0,I love you,2022-04-05 19:09:11
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7068211045461917701~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=nHRODaxZNn%2Fnjuc9djLRPfGY46g%3D,holonjj,1.0,and the name of the video,2022-04-04 13:26:18
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a7541746a6d1135a72f70e4fb048032f~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=6Fn9mW2D87bE06lvsVOj4w1DooY%3D,olamideayomide285,1.0,wow that is nice,2022-04-05 15:38:39
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8b2767ed3cc391c0abbd0fd73b7e2d5a~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=trVVpZd4bQ6waaxKjtKA%2FBQyUwI%3D,valerianjanella,1.0,aww,2022-04-03 14:12:35
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/911575d17c0754accec41e105d885928~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=MkDr2tWrYYWiiX5vSlHJj5aZaKU%3D,user1815263383232,1.0,master,2023-01-02 16:02:25
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7351339613295738926~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=VPAuZ8qwMlenyIadn0Ixp968Dug%3D,chinezfgzk2,1.0,,2022-12-22 11:36:26
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/5aaaaf72f6c7609f0c0cb0b7881bc1bb~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=xcXHQtv9QiV54TNCzJPgGdRUGDQ%3D,lil_bebito,1.0,Who’s bros opps ,2023-01-03 03:01:18
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7332056874241032198~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=isA%2B4ddxpOSXikHTz6gCozBzW%2B4%3D,josephmerheb0,2.0,Wonderful And Top Kung Fu,2022-04-28 20:03:13
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7350011726047215659~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=y%2BNcjnIGTkH5x%2FZQXCR07zrj4qI%3D,xuanbivo,1.0,Cool,2022-06-01 17:28:06
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/2def2b5a21af29f1b129710f568e6f4e.jpg?lk3s=30310797&x-expires=1714370400&x-signature=DNp9C6L3KHvw7E4pvtIdwJE78RI%3D,sabina_____rai,1.0,i love your culture,2022-04-05 08:20:45
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5725ce83e3d6be4882fb4064bc9c7b93~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=PTBPQOXPguiGMqkUCx3XGkhjBPU%3D,sylvanus277,1.0,SHAOLIN YOU ARE THE MASTER OF KUNGFU,2022-04-07 13:35:36
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7334102232495259653~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ka4i1QE8WhGiihB4K4PjuyQCqkU%3D,muhammedkhalil861,1.0,i want to learn Kung Fu but I don't know where can I get a teacher. I'm in South Sudan,2022-04-20 22:16:55
,,,,https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7351848676899160106~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=SUYrBoJJGqEEf%2FXySNXw1%2BX2jwU%3D,ahushnow,1.0,I love you Shaolin...,2022-09-10 23:24:16
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348678025359130666~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=9Z31cHLMcSZSuigf%2FH5VhZ1WNw4%3D,theelyana0,1.0,Woooooooooow,2022-07-22 09:03:34
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6bfd7c6a5f8eade43e5da0e3425d6c23~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=gxR7Yh6%2FaYqEOv6gD9X4WjX7CQs%3D,kaftan.lawga,0.0,waa heer lagaadhay ,2022-04-03 13:23:28
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/b82bb5c45317dd2ff2bf32b777a6bd06.jpg?lk3s=30310797&x-expires=1714370400&x-signature=eux9jjuTPvSJ1lIGBb%2B9A5i9vvE%3D,schwarz11110,0.0,my dream is to live there firever,2022-04-05 13:58:16
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4ee50b931a1bd2ca7d068524316c308a~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=6Yc1%2BSWRyNkZtM9FOWv69lWBWpg%3D,kungfu.man6,0.0,What a style,2024-02-20 14:00:30
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/bf678008d67b0064c214ef6593a1849b~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=KYo7QxZdcp9F4oqq%2FBxuRryXGv8%3D,tfibukgxc6l,0.0,Little master,2024-01-06 04:11:46
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3d22bcad9e5c47ed62baf7e480039c69~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=t8rO0q%2FI1P7CZswtIIm%2Fewz5edo%3D,minnielongw,0.0,"Hello, can we be friends?",2022-04-03 11:55:30
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0d9fdb133dceba2a1dbff551c56f59b2~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=q0UbnU4LtfPC0AQDIFtiCjoa18o%3D,nigerianbellahardy,0.0,is this movie on YouTube?,2022-04-03 10:00:38
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ed7052675ede43d84ad224471f3276c2~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=TkWudQdsH6JJMWTCTFI33cIQGpg%3D,mb_rsa,0.0,     ,2022-04-05 14:51:27
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/2c4d9e8eede02531e8eb8eeadb5bbdcb.jpg?lk3s=30310797&x-expires=1714370400&x-signature=zFew8xHV6e5sQ9Ph4qPdje6P%2Bg4%3D,ayonneel,0.0,Baby master ,2022-04-03 07:20:15
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/3e3a98edd3f9584cd43a81c29d4cc9f9.jpg?lk3s=30310797&x-expires=1714370400&x-signature=aU3Teu9OgbfFsxlBRr7JEdg34KQ%3D,bavakondotty2,0.0,kung Fu my Academy ,2022-04-05 17:44:39
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7081788677218631686~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=pZBmvQYbwRHe9h9i03Icnvk9X88%3D,xangeena7,0.0,nice,2022-04-02 23:09:13
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/6f646be5a4a98004fc6fe8e0ae691f61.jpg?lk3s=30310797&x-expires=1714370400&x-signature=oIR3JCPkJnST9QToLRomtzckLtI%3D,wandiakange010,0.0,,2022-04-02 03:24:02
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7334174372296392722.jpg?lk3s=30310797&x-expires=1714370400&x-signature=db0USBpPMmBkfZ7hE3%2FeolAAJtM%3D,sheeriecaday835,0.0,,2022-04-05 20:13:10
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9f7bc9c368fe8d557fdfcbff70da05d5~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=IEBZ9zDDvGspYZc1FsuXEhmk4Ro%3D,isaiahokuta,0.0,,2022-04-03 10:42:04
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/aedcd84f1fa437b073a88a73dc8673aa~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=KSeIZh7jLbUbMSEBqOWRyt5aXw4%3D,jhailbarbarian,0.0,,2022-04-07 18:17:31
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a6d6b3de0bb539f6b3d1de3e456b224a~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=RbHWBmHMzzgBVP0ajIXikA9rbeo%3D,focuso6,0.0,,2022-04-04 06:58:03
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7344137846627762218~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=nlh%2BUhB8%2FwR2RbK6FSbD5PGt9VI%3D,qinjian852,0.0,,2022-10-25 10:53:12
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4a53e4bdc328e6287ab10f404d1a08b3~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=bFDUg6J8fnvpy3Bp5tGE4pirJKc%3D,fight_artist088,0.0,,2023-02-15 13:32:05
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=qzWfDjcqZ5xOe9Jf2AcnzxaskgM%3D,naks266,0.0,,2022-04-06 07:48:37
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/25ad9b06bdfb77854239fbd372eba534~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=CDNs32rc5G3MdcWniaV17CKHYb0%3D,zxb66277dfu,0.0,attaboy,2023-12-27 07:25:20
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c4658b251be70e8c901e255ae6607226~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=hjefY43vvTXEzi1I7lRyJQvOCLc%3D,emmanuelansah368,0.0,Respect,2022-04-04 09:58:32
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4121a0d0244c95376f08aacfca523d10~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ODICPMH9OARAkhtAaF4Bs%2FqEMGQ%3D,oduagatha,0.0,,2022-04-05 18:17:42
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/feaa68c5eac51369cc3c7ac01dc2c0dd~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=IqT6XabqXiWcnCyQehKEI12mN9c%3D,preciousbaby056,0.0,,2022-04-05 18:03:21
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/c8f77d0ac42811a508da3f3b33b3da19.jpg?lk3s=30310797&x-expires=1714370400&x-signature=bCBG%2BL%2FUQ8R3UQVv7OMfgBx3rAI%3D,mahan125,0.0,@,2022-04-05 06:41:44
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7320849863741341701~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=XxZZ7aws7VN49ZRMwNcuaWVq4XM%3D,nicygreen286,0.0,,2022-04-05 02:37:18
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/b6f72aa2543514599434238bedef7224.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ibHeEr8wTEjFVntMZtjazu3pcQw%3D,salmatamang06,0.0,,2022-04-05 01:47:42
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/fd1c9b353298ffbbdce513b556b6864b.jpg?lk3s=30310797&x-expires=1714370400&x-signature=Z148nGWmdyY6c3oGDP648xNuuxg%3D,arii_vanbast,0.0,Nice,2022-04-04 18:30:29
,,,,https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7353403793662296110~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=i%2FcGrIemjSaFXgZgCze8Qi8dpKo%3D,lzh11343,0.0,,2022-12-11 17:11:10
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/fc8cd3f5183de09a8f74acf2045481cd~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=emgQIAsvbzjSCeUb8djrzid6sVg%3D,creative.caroline,0.0,The big boss ☆☆☆☆☆ ,2023-09-13 01:44:12
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/784a518922ccd856c61ac02948b56ad3.jpg?lk3s=30310797&x-expires=1714370400&x-signature=T9IYghk8C0mr2gkMtSowj2cQ2Tw%3D,bishnuadhikari131,0.0,,2022-04-04 12:58:10
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ed94b07ea5c7f25ad40106a93f7b37fd.jpg?lk3s=30310797&x-expires=1714370400&x-signature=cCtTTRU1wpW84Sfowq1fnaHUbug%3D,seemi68,0.0,,2022-04-05 00:54:16
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/580083647b5e8aa13c78ad3f31beed31.jpg?lk3s=30310797&x-expires=1714370400&x-signature=HDhHuYqawqCSguic6HP3lGOf7dE%3D,tigher2030,0.0,,2022-04-03 01:51:38
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7351482674390761515~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=nb08bBTXBBGjvi9pLSVcQ6ORwrE%3D,kungfu12345678900,0.0,,2022-10-18 13:45:21
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8896496b609012609996ef4be0491ca3~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=i9sF0EM82BimbdSi3d%2BQx2Busdg%3D,chriszoner1,0.0,v,2022-04-04 02:28:01
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/bc80a0bf01aeb6766e2f0d9daa738de9.jpg?lk3s=30310797&x-expires=1714370400&x-signature=XuDiZfOeLTMQMybb%2FwSdVvdnaXI%3D,nakamumehadijjamu,0.0,,2022-04-03 23:30:07
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/f59fe73006a6c37cf320d3a18ad87f41.jpg?lk3s=30310797&x-expires=1714370400&x-signature=aOZqyDZRRh8cSy%2FowiAdklTEKu8%3D,notjack4555,0.0,the avatar has returned,2024-01-17 10:23:46
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/79ef6a314115edde48ff9d27371615f5~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=F1N%2BDUXy0DJHNN54K%2FeLjoFmVTA%3D,nwainnnoma,0.0,,2022-04-19 13:51:15
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2ff0aafe97bc6fb2a3a7fca2b968a7f8~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=kmDJgR7Ss2feFrtR2UY0j0K%2BTg4%3D,fattywars,0.0,,2022-09-08 05:26:57
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e5ad51b5b02622fe57c4809e33e68a0e~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=P07Wc23O7WkXAs4Q13dlGoOtklI%3D,user6669631288541,0.0,small but mighty master,2022-04-03 18:19:44
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5d22314ae894868cfc92f7f71d476435~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=93WD0E%2BfmMAZbeF0D0joB9J8i2M%3D,robertkitiu2,0.0,,2022-04-06 07:09:34
